"","Column1","Dnum","Country","State","County","Age","Formation","Stage","Age_Date","AmmoniteZone","LocDescr","Resume_of_Fauna","IndexFossil","Collector","Date","EandR","Map","USGS7.5","Lat_Pub","Long_Pub","Reference","Comments","last_modified","Orig_Resume_Fauna","FieldNum","FormationNew","species"
"188",194,9753,"USA","WY","Big Horn","Cretaceous ","Cody Shale, from concretions higher than D9752.","Campanian",NA,"","SE-1/4 SE-1/4 SE-1/4 sec. 2, T. 52 N., R. 93 W.","Inoceramus aff. I. mesabiensis Berquist, Plicatula sp., Pycnodonte aff. P. kellumi (Jones)","Pycnodonte aff. kellumi","E. A. Merewether and W. A. Cobban","5/19/1975","OER-75-36D","Devils Kitchen   ","",44.50276,-107.99111,"","","02/18/2014","Inoceramus aff. I. mesabiensis Berquist, Plicatula sp., Pycnodonte aff. P. kellumi (Jones)","","Cody","Inoceramus aff. I. mesabiensis Berquist"
"1881",194,9753,"USA","WY","Big Horn","Cretaceous ","Cody Shale, from concretions higher than D9752.","Campanian",NA,"","SE-1/4 SE-1/4 SE-1/4 sec. 2, T. 52 N., R. 93 W.","Inoceramus aff. I. mesabiensis Berquist, Plicatula sp., Pycnodonte aff. P. kellumi (Jones)","Pycnodonte aff. kellumi","E. A. Merewether and W. A. Cobban","5/19/1975","OER-75-36D","Devils Kitchen   ","",44.50276,-107.99111,"","","02/18/2014","Inoceramus aff. I. mesabiensis Berquist, Plicatula sp., Pycnodonte aff. P. kellumi (Jones)","","Cody","Plicatula sp."
"1882",194,9753,"USA","WY","Big Horn","Cretaceous ","Cody Shale, from concretions higher than D9752.","Campanian",NA,"","SE-1/4 SE-1/4 SE-1/4 sec. 2, T. 52 N., R. 93 W.","Inoceramus aff. I. mesabiensis Berquist, Plicatula sp., Pycnodonte aff. P. kellumi (Jones)","Pycnodonte aff. kellumi","E. A. Merewether and W. A. Cobban","5/19/1975","OER-75-36D","Devils Kitchen   ","",44.50276,-107.99111,"","","02/18/2014","Inoceramus aff. I. mesabiensis Berquist, Plicatula sp., Pycnodonte aff. P. kellumi (Jones)","","Cody","Pycnodonte aff. P. kellumi "
"189",195,8849,"USA","WY","Big Horn","Cretaceous","Cody Shale, from dark - brown ferruginous layer 16' above the gravel bed ","Campanian",NA,"","Torchlight dome SW1/4 sec. 19, T. 51 N., R. 92 W.","Plesiacanthoceras sp","Plesiacanthoceras wyomingense","W. A. Cobban ","07/09/1973","OER-73-15D","Manderson ","",43.1395,-104.3509,"","","02/18/2014","Plesiacanthoceras sp","","Cody","Plesiacanthoceras sp"
"190",196,12313,"USA","MT","Gallatin","Cretaceous","Cody Shale, from Eldridge Creek Member ","Campanian",NA,"","NW1/4 NE1/4 sec. 5, T. 4 N., R. 7 E.","Inoceramus sp., Crassatella wyomingensis (Sidwell), Scaphites sp.","Rhynchostreon suborbiculatum","Merewether","8/30/1983","O&G-83-11D","Sixteen ","",46.13877,-110.88178,"","","02/18/2014","Inoceramus sp., Crassatella wyomingensis (Sidwell), Scaphites sp.","","Cody","Inoceramus sp."
"1901",196,12313,"USA","MT","Gallatin","Cretaceous","Cody Shale, from Eldridge Creek Member ","Campanian",NA,"","NW1/4 NE1/4 sec. 5, T. 4 N., R. 7 E.","Inoceramus sp., Crassatella wyomingensis (Sidwell), Scaphites sp.","Rhynchostreon suborbiculatum","Merewether","8/30/1983","O&G-83-11D","Sixteen ","",46.13877,-110.88178,"","","02/18/2014","Inoceramus sp., Crassatella wyomingensis (Sidwell), Scaphites sp.","","Cody","Crassatella wyomingensis "
"1902",196,12313,"USA","MT","Gallatin","Cretaceous","Cody Shale, from Eldridge Creek Member ","Campanian",NA,"","NW1/4 NE1/4 sec. 5, T. 4 N., R. 7 E.","Inoceramus sp., Crassatella wyomingensis (Sidwell), Scaphites sp.","Rhynchostreon suborbiculatum","Merewether","8/30/1983","O&G-83-11D","Sixteen ","",46.13877,-110.88178,"","","02/18/2014","Inoceramus sp., Crassatella wyomingensis (Sidwell), Scaphites sp.","","Cody","Scaphites sp."
"1911",197,12320,"USA","MT","Gallatin","Cretaceous","Cody Shale, from Eldridge Creek Member ","Campanian",NA,"","NW1/4 sec. 5, T. 2 N., R. 4 E.","Membraniporoid bryozoan (on an inoceramid), Pinna dolosoniensis McLearn, Voliceramus sp, Pycnodonte? sp, Crassatella wyomingensis (Sidwell) ","Rhynchostreon suborbiculatum","Merewether","8/31/1983","O&G-83-11D","Manhattan ","",45.9584,-111.25931,"","","02/18/2014","Membraniporoid bryozoan (on an inoceramid), Pinna dolosoniensis McLearn, Voliceramus sp, Pycnodonte? sp, Crassatella wyomingensis (Sidwell) ","","Cody","Membraniporoid bryozoan "
"1912",197,12320,"USA","MT","Gallatin","Cretaceous","Cody Shale, from Eldridge Creek Member ","Campanian",NA,"","NW1/4 sec. 5, T. 2 N., R. 4 E.","Membraniporoid bryozoan (on an inoceramid), Pinna dolosoniensis McLearn, Voliceramus sp, Pycnodonte? sp, Crassatella wyomingensis (Sidwell) ","Rhynchostreon suborbiculatum","Merewether","8/31/1983","O&G-83-11D","Manhattan ","",45.9584,-111.25931,"","","02/18/2014","Membraniporoid bryozoan (on an inoceramid), Pinna dolosoniensis McLearn, Voliceramus sp, Pycnodonte? sp, Crassatella wyomingensis (Sidwell) ","","Cody","Pinna dolosoniensis McLearn"
"1913",197,12320,"USA","MT","Gallatin","Cretaceous","Cody Shale, from Eldridge Creek Member ","Campanian",NA,"","NW1/4 sec. 5, T. 2 N., R. 4 E.","Membraniporoid bryozoan (on an inoceramid), Pinna dolosoniensis McLearn, Voliceramus sp, Pycnodonte? sp, Crassatella wyomingensis (Sidwell) ","Rhynchostreon suborbiculatum","Merewether","8/31/1983","O&G-83-11D","Manhattan ","",45.9584,-111.25931,"","","02/18/2014","Membraniporoid bryozoan (on an inoceramid), Pinna dolosoniensis McLearn, Voliceramus sp, Pycnodonte? sp, Crassatella wyomingensis (Sidwell) ","","Cody","Voliceramus sp"
"1914",197,12320,"USA","MT","Gallatin","Cretaceous","Cody Shale, from Eldridge Creek Member ","Campanian",NA,"","NW1/4 sec. 5, T. 2 N., R. 4 E.","Membraniporoid bryozoan (on an inoceramid), Pinna dolosoniensis McLearn, Voliceramus sp, Pycnodonte? sp, Crassatella wyomingensis (Sidwell) ","Rhynchostreon suborbiculatum","Merewether","8/31/1983","O&G-83-11D","Manhattan ","",45.9584,-111.25931,"","","02/18/2014","Membraniporoid bryozoan (on an inoceramid), Pinna dolosoniensis McLearn, Voliceramus sp, Pycnodonte? sp, Crassatella wyomingensis (Sidwell) ","","Cody","Pycnodonte? sp"
"1915",197,12320,"USA","MT","Gallatin","Cretaceous","Cody Shale, from Eldridge Creek Member ","Campanian",NA,"","NW1/4 sec. 5, T. 2 N., R. 4 E.","Membraniporoid bryozoan (on an inoceramid), Pinna dolosoniensis McLearn, Voliceramus sp, Pycnodonte? sp, Crassatella wyomingensis (Sidwell) ","Rhynchostreon suborbiculatum","Merewether","8/31/1983","O&G-83-11D","Manhattan ","",45.9584,-111.25931,"","","02/18/2014","Membraniporoid bryozoan (on an inoceramid), Pinna dolosoniensis McLearn, Voliceramus sp, Pycnodonte? sp, Crassatella wyomingensis (Sidwell) ","","Cody","Crassatella wyomingensis  "
"1921",198,12321,"USA","MT","Gallatin","Cretaceous","Cody Shale, from Eldridge Creek Member ","Campanian",NA,"","SW1/4 NW1/4 sec. 5, T. 2 N., R. 4 E.","Voliceramus sp.","Rhynchostreon suborbiculatum","Merewether","8/31/1983","O&G-83-11D","Manhattan ","",45.95668,-111.26201,"","","02/18/2014","Voliceramus sp.","","Cody","Voliceramus sp."
"193",201,4632,"USA","WY","Park","Cretaceous","Cody Shale, from fine-grained and pepper sandstone about 35 feet above G64-19-5.","Campanian",NA,"","NW¼SW¼SE¼ sec. 26, T. 58 N., R. 103 W. Same locality as G64-19-3.","Baculites thomi Reeside.","Baculites thomi","Gill and Cobban","9/21/1964","OF-64-14D","","",44.9731,-109.2687,"","","02/18/2014","Baculites thomi Reeside.","","Cody","Baculites thomi Reeside."
"194",202,6035,"USA","WY","Carbon","Upper Cretaceous","Cody Shale, from glauconitic sandstone 2,100 ft below the base of the Deep Creek Sandstone (unit 4 of Point of Rocks section0","Campanian, Lower about 81.7 MY",NA,"","NE¼SE¼SE¼ sec. 19, T.22 N., R. 88 W.","Scaphites hippocrepis (Dekay) III","Scaphites hippocrepis","Gill & Bergman","08/12/1967","OF-67-7D","Rawlins Peak ","",41.8592,-107.3719,"PP 619, MF-1548","","02/18/2014","Scaphites hippocrepis (Dekay) III","","Cody","Scaphites hippocrepis  III"
"195",203,4670,"USA","WY","Washakie","Cretaceous","Cody Shale, from glauconitic sandstone 835 ft below top.","Campanian",NA,"","SE¼ sec. 1, T. 44 N, R. 89 W.  ","Inoceramus sp., Cymbophora? sp.,  Baculites sp.","","J. R. Gill","8/22/1964","OF-64-12D","","",43.80817,-107.48182,"","","02/18/2014","Inoceramus sp., Cymbophora? sp.,  Baculites sp.","","Cody","Inoceramus sp."
"1951",203,4670,"USA","WY","Washakie","Cretaceous","Cody Shale, from glauconitic sandstone 835 ft below top.","Campanian",NA,"","SE¼ sec. 1, T. 44 N, R. 89 W.  ","Inoceramus sp., Cymbophora? sp.,  Baculites sp.","","J. R. Gill","8/22/1964","OF-64-12D","","",43.80817,-107.48182,"","","02/18/2014","Inoceramus sp., Cymbophora? sp.,  Baculites sp.","","Cody","Cymbophora? sp."
"1952",203,4670,"USA","WY","Washakie","Cretaceous","Cody Shale, from glauconitic sandstone 835 ft below top.","Campanian",NA,"","SE¼ sec. 1, T. 44 N, R. 89 W.  ","Inoceramus sp., Cymbophora? sp.,  Baculites sp.","","J. R. Gill","8/22/1964","OF-64-12D","","",43.80817,-107.48182,"","","02/18/2014","Inoceramus sp., Cymbophora? sp.,  Baculites sp.","","Cody","Baculites sp."
"196",204,4257,"USA","WY","Johnson","Cretaceous","Cody Shale, from gray laminated limestone concretions about 20 feet above thick bed of bentonite; 2,045 feet above Niobrara Member","Campanian",NA,"","SE/4 SW1/4 sec. 24, T. 44 N., R. 82 W.  . ","Baculites sp.","","W. A. Cobban","09/06/1963","","","",43.76055,-106.64728,"","","02/18/2014","Baculites sp.","","Cody","Baculites sp."
"197",205,4681,"USA","WY","Hot Springs","Upper Cretaceous","Cody Shale, from gray limestone concretions 1,665 ft below top.","Campanian, Lower about 81.7 MY",NA,"","NE¼NE¼ sec. 26, T. 44 N, R. 93 W.","Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay) (Early form), Haresiceras MTense (Reeside)","","Gill & Givens","1964","OF-64-12D","","",43.7584,-107.9791,"PP 619, PP 550 B","","02/18/2014","Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay) (Early form), Haresiceras MTense (Reeside)","","Cody","Baculites aquilaensis Reeside"
"1971",205,4681,"USA","WY","Hot Springs","Upper Cretaceous","Cody Shale, from gray limestone concretions 1,665 ft below top.","Campanian, Lower about 81.7 MY",NA,"","NE¼NE¼ sec. 26, T. 44 N, R. 93 W.","Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay) (Early form), Haresiceras MTense (Reeside)","","Gill & Givens","1964","OF-64-12D","","",43.7584,-107.9791,"PP 619, PP 550 B","","02/18/2014","Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay) (Early form), Haresiceras MTense (Reeside)","","Cody","Scaphites hippocrepis  "
"1972",205,4681,"USA","WY","Hot Springs","Upper Cretaceous","Cody Shale, from gray limestone concretions 1,665 ft below top.","Campanian, Lower about 81.7 MY",NA,"","NE¼NE¼ sec. 26, T. 44 N, R. 93 W.","Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay) (Early form), Haresiceras MTense (Reeside)","","Gill & Givens","1964","OF-64-12D","","",43.7584,-107.9791,"PP 619, PP 550 B","","02/18/2014","Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay) (Early form), Haresiceras MTense (Reeside)","","Cody","Haresiceras MTense "
"198",206,11917,"USA","WY","Park","Cretaceous","Cody Shale, from gray limestone concretions 22 ft. above base ","Campanian",NA,"","SW1/4 SW1/4 sec. 29, T. 51 N., R. 100 W.","Inoceramus (cremnoceramus) inconstans Woods, Scaphites sp. ","Cremnoceramus deformis-crassus-inconstans","Cobban ","7/13/1982","O&G-82-10D","Oregon Basin ","",44.35983,-108.91099,"","","02/18/2014","Inoceramus (cremnoceramus) inconstans Woods, Scaphites sp. ","","Cody","Inoceramus  inconstans Woods"
"1981",206,11917,"USA","WY","Park","Cretaceous","Cody Shale, from gray limestone concretions 22 ft. above base ","Campanian",NA,"","SW1/4 SW1/4 sec. 29, T. 51 N., R. 100 W.","Inoceramus (cremnoceramus) inconstans Woods, Scaphites sp. ","Cremnoceramus deformis-crassus-inconstans","Cobban ","7/13/1982","O&G-82-10D","Oregon Basin ","",44.35983,-108.91099,"","","02/18/2014","Inoceramus (cremnoceramus) inconstans Woods, Scaphites sp. ","","Cody","Scaphites sp. "
"199",207,4184,"USA","WY","Big Horn","Cretaceous","Cody Shale, from gray limestone concretions about 5 feet below a ridge - forming sandstone and 620 feet above top of Niobrara Member ","Campanian, Lower about 81.7 MY",NA,"","SW1/4 SE1/4 SE1/4 sec. 18, T. 49 N., R. 91 W.","Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Haresiceras sp.,  Placenticeras sp.","","J. R. Gill, R. Vaughn,Cobban","5/9/63, 7/28/62","","","",44.21272,-107.82618,"","","02/18/2014","Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Haresiceras sp.,  Placenticeras sp.","","Cody","Baculites aquilaensis Reeside"
"1991",207,4184,"USA","WY","Big Horn","Cretaceous","Cody Shale, from gray limestone concretions about 5 feet below a ridge - forming sandstone and 620 feet above top of Niobrara Member ","Campanian, Lower about 81.7 MY",NA,"","SW1/4 SE1/4 SE1/4 sec. 18, T. 49 N., R. 91 W.","Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Haresiceras sp.,  Placenticeras sp.","","J. R. Gill, R. Vaughn,Cobban","5/9/63, 7/28/62","","","",44.21272,-107.82618,"","","02/18/2014","Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Haresiceras sp.,  Placenticeras sp.","","Cody","Scaphites hippocrepis "
"1992",207,4184,"USA","WY","Big Horn","Cretaceous","Cody Shale, from gray limestone concretions about 5 feet below a ridge - forming sandstone and 620 feet above top of Niobrara Member ","Campanian, Lower about 81.7 MY",NA,"","SW1/4 SE1/4 SE1/4 sec. 18, T. 49 N., R. 91 W.","Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Haresiceras sp.,  Placenticeras sp.","","J. R. Gill, R. Vaughn,Cobban","5/9/63, 7/28/62","","","",44.21272,-107.82618,"","","02/18/2014","Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Haresiceras sp.,  Placenticeras sp.","","Cody","Haresiceras sp."
"1993",207,4184,"USA","WY","Big Horn","Cretaceous","Cody Shale, from gray limestone concretions about 5 feet below a ridge - forming sandstone and 620 feet above top of Niobrara Member ","Campanian, Lower about 81.7 MY",NA,"","SW1/4 SE1/4 SE1/4 sec. 18, T. 49 N., R. 91 W.","Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Haresiceras sp.,  Placenticeras sp.","","J. R. Gill, R. Vaughn,Cobban","5/9/63, 7/28/62","","","",44.21272,-107.82618,"","","02/18/2014","Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Haresiceras sp.,  Placenticeras sp.","","Cody","Placenticeras sp."
"200",208,4180,"USA","WY","Big Horn","Cretaceous","Cody Shale, from gray limestone concretions at base of calcareous part of Niobrara Member","Campanian",NA,"","Near abutment of Bonanza dam, in the NE1/4 NW1/4 sec. 20, T. 49 N., R. 91 W.","Inoceramus platinus Logan, Pteria sp., Ostrea congesta Conrad, Clioscaphites novimexicanus (Reeside)?","","R. Vaughn","7/28/1962","","","",44.2097,-107.81552,"","","02/18/2014","Inoceramus platinus Logan, Pteria sp., Ostrea congesta Conrad, Clioscaphites novimexicanus (Reeside)?","","Cody","Inoceramus platinus Logan"
"2001",208,4180,"USA","WY","Big Horn","Cretaceous","Cody Shale, from gray limestone concretions at base of calcareous part of Niobrara Member","Campanian",NA,"","Near abutment of Bonanza dam, in the NE1/4 NW1/4 sec. 20, T. 49 N., R. 91 W.","Inoceramus platinus Logan, Pteria sp., Ostrea congesta Conrad, Clioscaphites novimexicanus (Reeside)?","","R. Vaughn","7/28/1962","","","",44.2097,-107.81552,"","","02/18/2014","Inoceramus platinus Logan, Pteria sp., Ostrea congesta Conrad, Clioscaphites novimexicanus (Reeside)?","","Cody","Pteria sp."
"2002",208,4180,"USA","WY","Big Horn","Cretaceous","Cody Shale, from gray limestone concretions at base of calcareous part of Niobrara Member","Campanian",NA,"","Near abutment of Bonanza dam, in the NE1/4 NW1/4 sec. 20, T. 49 N., R. 91 W.","Inoceramus platinus Logan, Pteria sp., Ostrea congesta Conrad, Clioscaphites novimexicanus (Reeside)?","","R. Vaughn","7/28/1962","","","",44.2097,-107.81552,"","","02/18/2014","Inoceramus platinus Logan, Pteria sp., Ostrea congesta Conrad, Clioscaphites novimexicanus (Reeside)?","","Cody","Ostrea congesta Conrad"
"2003",208,4180,"USA","WY","Big Horn","Cretaceous","Cody Shale, from gray limestone concretions at base of calcareous part of Niobrara Member","Campanian",NA,"","Near abutment of Bonanza dam, in the NE1/4 NW1/4 sec. 20, T. 49 N., R. 91 W.","Inoceramus platinus Logan, Pteria sp., Ostrea congesta Conrad, Clioscaphites novimexicanus (Reeside)?","","R. Vaughn","7/28/1962","","","",44.2097,-107.81552,"","","02/18/2014","Inoceramus platinus Logan, Pteria sp., Ostrea congesta Conrad, Clioscaphites novimexicanus (Reeside)?","","Cody","Clioscaphites novimexicanus ?"
"2011",209,3801,"USA","WY","Washakie","Cretaceous","Cody Shale, from gray limestone concretions below a glauconitic sandstone","Campanian, Lower about 81.7 MY",NA,"","N1/2 sec. 7, T. 43 N., R. 90 W.","Pteria cf. P. linguaeformis (Evans & Shumard), Baculites sp., Scaphites hippocrepisn (Dekay)","Scaphites hippocrepis","G. H. Horn, J. R. Gill, Darcy Closs, W. A. Cobban","7/23/1962","","","",43.7149,-107.70568,"","","02/18/2014","Pteria cf. P. linguaeformis (Evans & Shumard), Baculites sp., Scaphites hippocrepisn (Dekay)","","Cody","Pteria cf. P. linguaeformis "
"2012",209,3801,"USA","WY","Washakie","Cretaceous","Cody Shale, from gray limestone concretions below a glauconitic sandstone","Campanian, Lower about 81.7 MY",NA,"","N1/2 sec. 7, T. 43 N., R. 90 W.","Pteria cf. P. linguaeformis (Evans & Shumard), Baculites sp., Scaphites hippocrepisn (Dekay)","Scaphites hippocrepis","G. H. Horn, J. R. Gill, Darcy Closs, W. A. Cobban","7/23/1962","","","",43.7149,-107.70568,"","","02/18/2014","Pteria cf. P. linguaeformis (Evans & Shumard), Baculites sp., Scaphites hippocrepisn (Dekay)","","Cody","Baculites sp."
"2013",209,3801,"USA","WY","Washakie","Cretaceous","Cody Shale, from gray limestone concretions below a glauconitic sandstone","Campanian, Lower about 81.7 MY",NA,"","N1/2 sec. 7, T. 43 N., R. 90 W.","Pteria cf. P. linguaeformis (Evans & Shumard), Baculites sp., Scaphites hippocrepisn (Dekay)","Scaphites hippocrepis","G. H. Horn, J. R. Gill, Darcy Closs, W. A. Cobban","7/23/1962","","","",43.7149,-107.70568,"","","02/18/2014","Pteria cf. P. linguaeformis (Evans & Shumard), Baculites sp., Scaphites hippocrepisn (Dekay)","","Cody","Scaphites hippocrepisn "
"202",210,4718,"USA","WY","Natrona","Cretaceous","Cody Shale, from gray sandy limestone concretions 1,320 ft below top.","Campanian, Lower. about 80.9 MY",NA,"","SE¼SE¼ sec. 16, T. 34 N, R. 88 W.","Baculites sp. (smooth)","","J. R. Gill and R. C. Givens","1964","OF-64-15D","","",42.91352,-107.38131,"","","02/18/2014","Baculites sp. (smooth)","","Cody","Baculites sp. "
"203",211,4254,"USA","WY","Johnson","Cretaceous","Cody Shale, from gray silty limestone concretions; 1,920 feet above top of Niobrara Member","Campanian",NA,"","SW/4 SW1/4 sec. 24, T. 44 N., R. 82 W.  . Same locality as D4253","Inoceramus sp., Baculites sp.","","W. A. Cobban","09/06/1963","","","",43.76052,-106.6525,"","","02/18/2014","Inoceramus sp., Baculites sp.","","Cody","Inoceramus sp."
"2031",211,4254,"USA","WY","Johnson","Cretaceous","Cody Shale, from gray silty limestone concretions; 1,920 feet above top of Niobrara Member","Campanian",NA,"","SW/4 SW1/4 sec. 24, T. 44 N., R. 82 W.  . Same locality as D4253","Inoceramus sp., Baculites sp.","","W. A. Cobban","09/06/1963","","","",43.76052,-106.6525,"","","02/18/2014","Inoceramus sp., Baculites sp.","","Cody","Baculites sp."
"204",212,9754,"USA","WY","Big Horn","Cretaceous ","Cody Shale, from gray-weathering septarian limestone concretions higher than D9754.","Campanian",NA,"","SE-1/4 SW-1/4 SW-1/4 sec. 1, T. 52 N., R. 93 W.","Inoceramus sp., Baculites yokoyamai Tokunaga and Shimizu","","E. A. Merewether. ","5/19/1975","OER-75-36D","Devils Kitchen   ","",44.50279,-107.98545,"","","02/18/2014","Inoceramus sp., Baculites yokoyamai Tokunaga and Shimizu","","Cody","Inoceramus sp."
