Dnum,Country,State,County,Age,Formation,Stage,Age_Date,AmmoniteZone,LocDescr,Resume_of_Fauna,IndexFossil,Collector,Date,EandR,Map,USGS7.5,Lat_Pub,Long_Pub,Reference,Comments,last_modified,Orig_Resume_Fauna,FieldNum
2133,USA,WY,,Cretaceous,"From lower part of Pierre shale, in soft black shale overlying Sharon Springs member",Campanian,,,"NE1/4 SE1/4 NW1/4 sec. 10, T. 44 N., R. 61 W",Baculites sp.,,W. J Mapel,1959,,,,43.81052,-104.17108,,,02/18/2014,Baculites sp.,
2132,USA,WY,,Cretaceous,"From lower part of Pierre shale, in soft shale overlying Sharon Springs member",Campanian,,,"NW1/4 SW1/4 sec. 10, T. 44 N., R. 61 W",Inoceramus pertenius Meek & Hayden Lucina occidentalis (Morton) Baculites n. sp,Prionocyclus hyatti,W. J Mapel,1959,,,,43.80638,-104.17748,,,02/18/2014,Inoceramus pertenius Meek & Hayden Lucina occidentalis (Morton) Baculites n. sp,
12035,USA,UT,Utah,Cretaceous,From lower part of sandstone at top of Indianola Group,,,,"NW1/4 SE1/4 sec. 8, T. 11 S., R. 4 E.","Lopha sannionis (White), Crassatella wyomingensis (Sidwell), C. Hendricksoni Henderson, Aphrodina? sp, Cyprimeria sp, Baculites yokoyamai Tokunaga and Shimizu, Placenticeras sp",,E. A. Merewether,9/25/1982,O&G-82-12D,Indianola ,,39.87621,-111.49783,,,02/18/2014,"Lopha sannionis (White), Crassatella wyomingensis (Sidwell), C. Hendricksoni Henderson, Aphrodina? sp, Cyprimeria sp, Baculites yokoyamai Tokunaga and Shimizu, Placenticeras sp",
6269,USA,WY,Carbon,Cretaceous,From lowest sandstone in Mesaverde Formation,Campanian,,,"NW¼NW¼SE¼ sec. 34, T. 21 N., R. 81 W.",Baculites sp,,Jame R. Gill,7/25/1967,OF-67-7D,Rattlesnake Pass,,41.74623,-106.50766,,,02/18/2014,Baculites sp,
6291,USA,WY,Carbon,Cretaceous,From lowest sandstone in Mesaverde Formation,"Campanian, Middle  80.04 MY",,,"NE¼SW¼NE¼ sec. 9, T. 20 N., R. 82 W.",Baculites obtusus Meek (early form),,Jame R. Gill,7/29/1967,OF-67-7D,Coal Bank Basin,,41.72311,-106.61895,,,02/18/2014,Baculites obtusus Meek (early form),
1528,USA,WY,Natrona,Cretaceous,From marine sandstone zone about 730 feet below top pf Teapot sandstone.,Campanian,,,"SW¼ sec. 19, T. 33N., R. 86 W. same locality as D 1257.","Inoceramus subcompressus, Ethmocarduim sp., Halymenites major.",,J. R. Barwin,11/29/1957,,,,42.72682,-107.18502,,,02/18/2014,"Inoceramus subcompressus, Ethmocarduim sp., Halymenites major.",
1521,USA,WY,Natrona,Cretaceous,From marine tongue 174 feet above basal sandstone of Mesaverde formation,Campanian,,,"Section No. 26, locality D. S ½ sec. 4, T. 33 N., R., 87 W.",Inoceramus pertenuis,,John R. Barwin,10/21/1957,,,,42.85619,-107.2707,,,02/18/2014,Inoceramus pertenuis,
2917,USA,AR,Hempstead,Cretaceous,From Marlbrook marl.,Campanian,,,"SE1/4NW1/4 sec. 8, T.11 S., R. 25 W.",Gryphaea mutabilis Morton,,D.A. Brobst,1961,0,Washington,,33.81206,-93.71102,,,02/18/2014,Gryphaea mutabilis Morton,
2922,USA,AR,Howard,Cretaceous,From Marlbrook marl.,Campanian,,,"NE1/4 sec. 32, T.11 S., 27 W.",Ostrea falcata Morton,,D.A. Brobst,1961,0,Mineral Springs,,33.76,-93.90614,,,02/18/2014,Ostrea falcata Morton,
5301,USA,UT,Kane,Cretaceous,"From middle member of straight Cliffs Fm., 508' above base of member",Campanian,,,"NW¼NW¼NW¼, 17-41-5",Crassostrea,,Fred Peterson,11/3/1964,,Straight Cliffs # 2 ,,37.25073,-111.3982,,,02/18/2014,Crassostrea,
2509,USA,UT,Carbon,Cretaceous,From orange-brown calcareous sandstone concretions in lowest of 3 sandstones of Emery sandstone member of Mancos shale.,"Santonian, Upper.  83.91 MY",,,"About 3 miles northwest of Price, on the north and east slopes of hill caped by Emery sandstone, SE1/4NE1/4 sec. 30, T. 13 S., R. 10 E.","Inoceramus cf. I. balticus Boehm, Desmoscaphites bassleri Reeside, Placenticeras cf. P. quadalupae Roemer",Desmoscaphites bassleri,"A. D. Zapp, W. A. Cobban",5/10/1960,F-60-11D,,,39.66906,-110.83793,PP 450 D,,02/18/2014,"Inoceramus cf. I. Balticus Boehm, Desmoscaphites bassleri Reeside, Placenticeras cf. P. quadalupae Roemer",
2512,USA,UT,Emery,Cretaceous,From orange-brown calcareous sandstone concretions just above lowest of three shaly marine sandstones representing tongues of the Blackhawk formation.,Campanian,,Scaphites hippocrepis,"Eight miles north-northeast of Green River, about 1/4 mile east of Gunnison Butte, SW1/4 sec. 3, T. 20 S., R. 16 E.UT.","Inoceramus sp., Baculites sp., Scaphites sp.",Scaphites hippocrepis,"A. D. Zapp, W. A. Cobban",5/11/1960,F-60-11D,,Tusher Canyon,39.1058,-110.1189,,,02/18/2014,"Inoceramus sp., Baculites sp., Scaphites sp.",
3312,USA,WY,Sheridan,Upper Cretaceous,From ridge-forming sandstone in Cody Shale,"Campanian, Lower about 81.7 MY",,,"Near Gill Cattle Company headquarters, in NW1/4 NW1/4 sec. 30, T. 58 N., R. 87 W.","Inoceramus patootensis de Loriol, Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Parapuzosia bradyi Miller & Youngquist",,"J. R. Gill, L. G. Schultz, W. A. Cobban",9/14/1960,0,,,44.97891,-107.4186,PP 619,,02/18/2014,"Inoceramus patootensis de Loriol, Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Parapuzosia bradyi Miller & Youngquist",
